0	632
650	770
771	891
892	1301
1302	1568
1569	1818
1819	2110
2111	2589
2695	2895
2896	3028
3029	3156
3157	3421
3422	3570
3571	3701
3702	3819
3820	3922
3923	4099
4100	4271
4272	4387
4388	4544
4545	4672
4673	4870
4871	5081
5082	5229
5230	5460
5461	5599
5600	5799
5800	5924
5925	5999
6000	6326
6327	6480
6481	6588
6589	6747
6748	6858
6859	6975
6976	7107
7108	7262
7263	7403
7404	7559
7560	7768
7769	7907
7908	8386
8387	8540
8541	8743
8744	8893
8894	9027
9028	9379
9380	9813
9814	10044
10045	10313
10314	10779
10780	10910
10911	11077
11078	11202
11203	11322
11323	11518
11519	11645
11646	11926
11927	12123
12124	12333
12334	12521
12522	12718
12719	12999
13263	13482
13483	13938
13939	14082
14083	14276
14277	14605
14606	14732
14733	14901
14902	15101
15102	15245
15246	15365
15366	15580
15581	15802
15803	15940
15941	16073
16074	16218
16219	16348
16349	16473
16474	16531
16532	16606
16607	16686
16687	16765
16766	16837
16838	16920
16921	17062
17063	17127
17128	17228
17229	17286
17287	17650
17651	17775
17776	18011
18012	18093
18094	18383
18384	18451
18452	19325
19326	20012
20013	20422
20423	20566
20567	20735
20736	20909
20910	21087
21088	21366
21367	21711
21712	22074
22076	22304
22305	22671
22672	22811
22812	22959
22960	23088
23089	23200
23201	23294
23295	23358
23359	23463
23464	23511
23512	23582
23583	23632
23633	23794
23844	23885
23886	23961
24031	24273
24274	24447
24448	24542
24543	24669
24670	24713
24714	24856
24857	25069
25070	25423
25424	25489
25490	25602
25603	25779
25780	25830
25831	25858
25859	26177
26178	26248
26249	26344
26369	26538
26539	26680
26681	26938
26939	27301
27302	27554
27555	27688
27689	27925
27926	28013
28014	28119
28120	28237
28238	28419
28420	28552
28553	28680
28681	28797
28798	28954
28955	28995
28996	29199
29200	29368
29369	29440
29441	29716
29717	29799
29800	29897
29898	30021
30022	30108
30109	30307
30308	30560
30561	30760
30761	30952
30953	31128
31129	31249
31250	31447
31448	31556
31557	31873
31874	32170
32171	32431
32432	32660
32661	32909
32910	33056
33057	33177
33178	33287
33288	33375
33376	33627
33628	33726
33727	33957
33958	34008
34009	34090
34091	34298
34299	34460
34461	34501
34502	34562
34563	34666
34667	34750
34751	34807
34808	34978
34979	35042
35043	35064
35065	35092
35093	35134
35135	35174
35175	35248
35249	35317
35318	35367
35368	35409
35410	35514
35515	35672
35673	35825
35826	35960
35961	36161
36162	36219
36220	36376
36377	36478
36479	36611
36612	36895
36896	37089
37090	37177
37178	37253
37254	37343
37344	37561
37562	37699
37700	38000
38001	38669
38670	38966
38967	39223
39224	39446
39447	39596
39597	39711
39712	39943
39944	40055
40056	40201
40202	41339
41340	41397
41398	41442
41443	41615
41616	41718
41719	41987
41989	42093
42094	42179
42180	42383
42384	42473
42474	42668
42669	42979
42980	43174
43175	44630
44631	44749
44750	44884
44885	45184
45185	45298
45299	45363
45364	45516
45517	45741
45742	45900
45901	46132
46133	46331
46332	46585
46586	46772
46773	46938
46939	47167
47168	47315
47316	47357
47358	47387
47388	47404
47405	47427
47428	47446
47447	47599
47600	47656
47657	47747
47748	47837
47838	48003
48004	48156
48157	48389
48390	48498
48499	48694
48695	48845
48846	49036
49037	49181
49182	49323
49324	49473
49474	49688
49689	49958
49959	50136
50137	50251
50252	50409
50410	50548
50549	50668
50669	50826
50827	50961
50962	51061
51062	51188
51189	51404
51405	51562
51563	51735
51736	52180
52181	52400
52401	52565
52566	53255
53256	53334
53335	53391
53392	53465
53466	53539
53540	53613
53614	53839
53840	53910
53911	53949
53950	53971
53972	54018
54019	54061
54062	54178
54179	54321
54322	54381
54382	54415
54416	54461
54462	54487
54488	54552
54553	54591
54592	54713
54714	54751
54752	54849
54850	54966
54967	55078
55079	55220
55221	55421
55422	55804
55805	55831
55920	56041
56042	56264
56265	56444
56445	56600
56601	56815
56816	56965
56966	57110
57111	57222
57223	57466
57467	57632
57633	57740
57741	57943
57944	58080
58081	58198
58199	58283
58284	58388
58389	58473
58474	58602
58603	58768
58769	58923
58924	59001
59002	59116
59117	59312
59313	59556
59557	59643
59644	59818
59819	59854
59855	59940
59941	60113
60114	60260
60261	60369
60370	60492
60493	60586
60587	60674
60675	60868
60869	60995
60996	61220
61221	61332
61333	61414
61415	61593
61594	61753
61754	61832
61833	61888
61889	61956
61957	62029
62030	62117
62118	62200
62201	62272
62273	62351
62352	62438
62439	62583
62584	62626
62627	62843
62844	62865
62866	62888
62889	62968
62969	63034
63035	63206
63207	63271
63272	63366
63367	63412
63413	63512
63513	63581
63582	63621
63622	63666
63667	63774
63775	63814
63815	63967
63968	64024
64025	64092
64093	64303
64304	64431
64432	64599
64600	64745
64746	64799
64800	64838
64839	64915
64916	65113
65114	65194
65195	65287
65288	65404
65405	65484
65485	65596
65597	65703
65704	65888
65889	66068
66069	66218
66219	66446
66447	66702
66703	67031
67032	67185
67186	67319
67320	67469
67470	67666
67667	67838
67839	67915
67916	67997
67998	68150
68151	68259
68260	68361
68362	68464
68465	68563
68564	68694
68695	69008
69009	69165
69166	69309
69310	69399
69400	69656
69657	69732
69934	70006
70007	70167
70168	70305
70306	70449
70450	70576
70577	70707
70708	70847
70848	70993
70994	71109
71110	71175
71176	71252
71253	71410
71411	71586
71587	71998
71999	72276
72350	73854
