0	9075
9076	11125
11126	12175
12176	14950
14951	16350
16351	16650
16651	18500
18501	19250
19251	19775
19776	21175
21176	22325
22326	23450
23451	25400
25401	25950
25951	30025
30026	32350
32351	37700
37701	38550
38551	40675
40676	42675
42676	44600
44601	46475
46476	47500
47501	53200
53201	60375
60376	72550
72551	75475
75476	76275
76276	78275
78276	80450
80451	81650
81651	85525
85526	90025
90026	94550
94551	100975
100976	108800
108801	111200
111201	115725
115726	117250
117251	119650
119651	123275
123276	128500
128501	131600
131601	133275
133276	134300
134301	135050
135051	136225
136226	137625
137626	137975
137976	138650
138651	139875
139876	140775
140776	143325
143326	144400
144401	154866
