0	649
650	936
937	1258
1259	1864
1865	2023
2024	2452
2453	2804
2805	3096
3097	3344
3345	3858
3859	4217
4218	4626
4627	4891
4892	5071
5072	5365
5366	5533
5534	6110
6111	6645
6646	7059
7060	7467
7468	7736
7737	8260
8261	8661
8662	8956
8957	8999
9000	9203
9204	9534
9535	9758
9759	9922
9923	10063
10064	10215
10216	10390
10391	10482
10483	10628
10629	10844
10845	10917
10918	11035
11036	11154
11155	11245
11246	11452
11453	11600
11601	11759
11760	11895
11896	12040
12041	12181
12182	12391
12392	12459
12460	12633
12634	12788
12789	12877
12878	12990
12991	13106
13107	13225
13226	13347
13348	13649
13650	13802
13803	13971
13972	14341
14342	14466
14467	14569
14570	14615
14676	14839
14840	14883
14884	14959
14960	15009
15010	15101
15102	15240
15241	15368
15369	15532
15533	15640
15641	15789
15790	15902
15903	16016
16017	16148
16149	16243
16244	16308
16309	16389
16390	16491
16492	16538
16539	16589
16590	16738
16739	16877
16878	17149
17150	17339
17340	17507
17508	17751
17752	17897
17898	17966
17967	18069
18070	18120
18121	18185
18186	18239
18240	18309
18310	18350
18351	18369
18370	18405
18406	18537
18538	18675
18676	19120
19121	19340
19341	19489
19490	19650
19651	19778
19779	19830
19831	20010
20011	20065
20066	20134
20135	20220
20221	20266
20267	20445
20446	20690
20691	20941
20942	21290
21291	21708
21709	22036
22037	22282
22283	22779
22780	23063
23064	23250
23251	23407
23408	23531
23532	24005
24006	24210
24211	24336
24337	24478
24479	24648
24649	24943
24945	25151
25152	25351
25352	25720
25721	26167
26168	26206
26207	26323
26324	26450
26451	26570
26572	26623
26624	26782
26783	26884
26885	26988
26989	27125
27126	27267
27268	27329
27330	27643
27644	27694
27695	27966
27967	28038
28039	28150
28151	28326
28327	28608
28609	29093
29094	29536
29537	29722
29723	29870
29871	30062
30063	30196
30197	30294
30295	30411
30412	30472
30473	30618
30619	31040
31041	31585
31586	31880
31881	32424
32425	32681
32682	32794
32795	33267
33268	33549
33550	34072
34073	34561
34562	34892
34893	35195
35196	35629
35630	35829
35830	36275
36276	36556
36557	36795
36796	36892
36893	37075
37076	37575
37576	37925
37926	38184
38185	38414
38415	38653
38654	38839
38840	39031
39032	39357
39358	39623
39624	39830
39831	40071
40072	40206
40207	40455
40456	40671
40672	40809
40810	41007
41008	41774
41775	41893
41894	42007
42008	42087
42088	42187
42188	42275
42276	42303
42304	42364
42365	42451
42452	42512
42513	42551
42552	42615
42616	42698
42699	42747
42748	42807
42808	42903
42904	43167
43168	43799
43800	43985
43986	44134
44135	44434
44435	44604
44605	44885
44886	44994
44995	45069
45070	45231
45232	45323
45324	45467
45468	45516
45518	45703
45704	45782
45783	45810
45811	46038
46039	46312
46313	46408
46409	46482
46483	46563
46564	46790
46792	46892
46893	47109
47110	47203
47204	47338
47339	47497
47498	47713
47714	47764
47765	47902
47903	47945
47946	48073
48074	48135
48137	48215
48216	48245
48246	48304
48305	48390
48391	48456
48457	48522
48523	48566
48567	48685
48686	48854
48855	49073
49074	49583
49584	49867
49868	50132
50133	50339
50340	50545
50546	50710
50711	50892
50893	51113
51114	51258
51259	51391
51392	51538
51539	51706
51707	51818
51819	52038
52039	52216
52217	52292
52293	52436
52437	52535
52536	52591
52592	52699
52700	52804
52805	52917
52918	52972
52973	53097
53098	53146
53147	53206
53207	53271
53272	53335
53336	53359
53360	53441
53442	53578
53579	53757
53758	53897
53898	54001
54002	54181
54182	54783
54784	55033
55034	55332
55333	55770
55771	55984
55985	56269
56270	57407
57408	58705
58706	58849
58850	59072
59073	59213
59214	59353
59354	59438
59439	59561
59562	59756
59757	59910
59911	60037
60038	60100
60101	60232
60233	60386
60387	60526
60527	60703
60704	60858
60859	61089
61090	61234
61235	62078
62079	62180
62181	62474
62475	62571
62572	62812
62813	63200
63201	63323
63324	63420
63421	63572
63573	63891
63892	63967
63968	64163
64164	64552
64553	64595
64596	64777
64778	64840
64841	64862
64864	64953
64954	65104
65105	65209
65210	65312
65313	65488
65489	65593
65594	65707
65708	66020
66021	66300
66301	66475
66476	66824
66825	67073
67074	67340
67341	67830
67846	68010
68011	68195
68196	68490
68491	68715
68717	68882
68883	68990
68992	69184
69185	69328
69329	69492
69493	69525
69526	69790
69791	69995
69996	70181
70182	70291
70292	70461
70462	70680
70681	70986
70987	71349
71350	71638
71639	71907
71908	72376
72425	73819
