0	649
650	1631
1632	1907
1908	2084
2085	2187
2188	2335
2336	2531
2532	2739
2740	2899
2900	3062
3063	3102
3103	3253
3254	3525
3526	3638
3639	3815
3816	3963
3964	4187
4188	4349
4350	4529
4530	4643
4644	4735
4736	4798
4799	4842
4843	4909
4910	5089
5090	5164
5165	5228
5229	5278
5279	5421
5422	5644
5645	5714
5715	6090
6091	6190
6191	6344
6345	6611
6612	6786
6787	7243
7244	7580
7581	7743
7744	7773
7774	7810
7811	7827
7828	7849
7850	7893
7894	8765
8766	8930
8931	9744
9745	10149
10150	10460
10461	10674
10675	10878
10879	11171
11172	11331
11332	11888
11889	12046
12047	12244
12245	12401
12402	12843
12844	13059
13060	13323
13324	13562
13563	14900
14901	15661
15662	15950
15951	16249
16250	16320
16321	16433
16434	16572
16573	16828
16829	16967
16968	17012
17013	17046
17047	17167
17168	17203
17204	17260
17261	17391
17392	17500
17501	17629
17630	17742
17743	17802
17803	17907
17908	17992
17993	18032
18033	18076
18077	18125
18126	18193
18194	18320
18321	18355
18357	18446
18447	18533
18534	18592
18593	18663
18664	18724
18725	18755
18756	18838
18839	18861
18862	18888
18889	18909
18910	19022
19023	19084
19085	19183
19184	19340
19341	19451
19452	19531
19532	19626
19627	19695
19696	19898
19899	19947
19948	20125
20126	20242
20243	20334
20335	20406
20407	20468
20469	20557
20558	20977
20978	21125
21126	21298
21299	21401
21402	21480
21481	21527
21528	21653
21654	21758
21759	21800
21801	21868
21869	21948
21949	22033
22034	22109
22110	22191
22192	22295
22296	22353
22354	22395
22396	22463
22464	22713
22715	23522
23523	23665
23666	23837
23838	24220
24221	24294
24295	24435
24436	24736
24737	24790
24791	24924
24925	25010
25011	25089
25090	25180
25181	25249
25250	25392
25393	25644
25645	25843
25844	25891
25892	25981
25982	26123
26124	26208
26209	26261
26262	26353
26354	26398
26399	26463
26464	26493
26494	26546
26547	26583
26584	26613
26614	26656
26657	26686
26687	26711
26712	26760
26761	26855
26856	26949
26950	27227
27228	27254
27255	27302
27303	27411
27412	27639
27640	27746
27747	27805
27806	27935
27936	28215
28216	28483
28484	28626
28627	28739
28740	28794
28795	28999
29000	29046
29047	29083
29084	29191
29192	29239
29240	29396
29397	29434
29435	29538
29539	29727
29728	29767
29768	29875
29876	29937
29938	30059
30060	30115
30116	30168
30169	30251
30252	30308
30309	30462
30463	30552
30553	30663
30664	30770
30771	30861
30862	31046
31047	31114
31115	31186
31187	31283
31284	31443
31444	31503
31504	31577
31578	31741
31742	31949
31950	32034
32035	32135
32136	32432
32433	32683
32684	33039
33040	33364
33365	33752
33753	33989
33990	34238
34239	34474
34475	34857
34858	35023
35024	35156
35157	35305
35306	35478
35479	35611
35612	35677
35678	35756
35757	35900
35901	36094
36095	36301
36302	36582
36583	37188
37189	37479
37480	37653
37654	37944
37945	38105
38106	38428
38429	38592
38593	38791
38792	39082
39083	39632
39633	39748
39749	39846
39847	39969
39970	40064
40065	40131
40132	40286
40287	40453
40454	40580
40581	40639
40640	40705
40706	40905
40906	41023
41024	41064
41065	41238
41239	41327
41328	41422
41423	41489
41490	41545
41546	41614
41615	41649
41650	41735
41736	41847
41848	41923
41924	42068
42069	43102
43103	43194
43195	43275
43276	43367
43368	45434
45435	45468
45469	45504
45505	45594
45595	45754
45755	45844
45845	46142
46143	46243
46244	46268
46269	46390
46391	46444
46445	46515
46516	46534
46535	46570
46571	46673
46674	46939
46940	47073
47074	47196
47197	47344
47345	47530
47531	47598
47599	47675
47676	47779
47780	47939
47940	48125
48126	48262
48263	48863
48864	48941
48942	49078
49079	49177
49178	49317
49318	49368
49369	49392
49393	49442
49443	49547
49548	49593
49594	49755
49756	49879
49880	49978
49979	50056
50057	50162
50163	50258
50259	50309
50310	50431
50432	50637
50638	50794
50795	50860
50861	50991
50992	51051
51052	51135
51136	51202
51203	51416
51417	51489
51490	51611
51612	51702
51703	51854
51855	52113
52114	52156
52157	52522
52523	52583
52584	52679
52680	52778
52779	52863
52864	53005
53006	53715
53716	53990
53991	54312
54313	54697
54698	54852
54853	55049
55050	55423
55424	55607
55608	55744
55745	56127
56128	56307
56308	56528
56529	56792
56793	56953
56954	57086
57087	57415
57416	57774
57775	57952
57953	58052
58053	58142
58143	58268
58269	58397
58398	58899
58900	59034
59035	59383
59384	59523
59524	59614
59615	59662
59663	59710
59711	59752
59753	59800
59801	59878
59879	59939
59940	60332
60333	60499
60500	60718
60719	60906
60907	61119
61120	61278
61279	61502
61503	61742
61743	62063
62064	62180
62181	62378
62379	62729
62730	63143
63144	63295
63296	63552
63553	63843
63844	64014
64015	64101
64102	64203
64204	64303
64304	64428
64429	64570
64571	64772
64773	64941
64942	65232
65233	65357
65358	65447
65448	65605
65606	65724
65725	65837
65838	66105
66106	66327
66328	66656
66657	66757
66758	66865
66866	66933
66934	67006
67007	67056
67057	67142
67143	67192
67193	67248
67249	67289
67290	67342
67343	67364
67365	67683
67684	67766
67767	67814
67815	67859
67860	67914
67915	68016
68017	68091
68092	68144
68145	68263
68264	68351
68352	68375
68376	68414
68415	68466
68467	68547
68548	68577
68578	68610
68611	68652
68653	68688
68689	68739
68740	68767
68768	68852
68853	68878
68879	68894
68895	68926
68927	68982
68983	69018
69019	69091
69092	69115
69116	69346
69347	69411
69412	69470
69471	69629
69630	69730
69731	69844
69845	69963
69964	70228
70229	70349
70350	70516
70517	70617
70618	70712
70713	70892
70893	71038
71039	71103
71104	71250
71251	71451
71452	71670
71671	72203
72258	73849
