0	2709
2710	5634
5635	7313
7314	8272
8273	9087
9088	9638
9639	13427
13428	16519
16520	19205
19206	23161
23162	27620
27621	29299
29300	29850
29851	30042
30043	32511
32512	34358
34359	35365
35366	38937
38938	41071
41072	43037
43038	50206
50207	58094
58095	62673
62674	66725
66726	74206
74207	74925
74926	77874
77875	79337
79338	80320
80321	81710
81711	82190
82191	83245
83246	84779
84780	85762
85763	86649
86650	88280
88281	89838
89839	91516
91517	92332
92333	93578
93579	100507
100508	103097
103098	106501
106502	110481
110482	114557
114558	121510
121511	123500
123501	129902
129903	134673
134674	138222
138223	138581
138582	141003
141004	141602
141603	143065
143066	148771
